ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion
6646,105,2021-01-01,Correctivo,2492,3,Ubicacion_C
16624,262,2021-01-01,Correctivo,1277,13,Ubicacion_A
25619,401,2021-01-01,Correctivo,3535,21,Ubicacion_C
10913,173,2021-01-01,Correctivo,1633,23,Ubicacion_C
12988,205,2021-01-01,Correctivo,994,12,Ubicacion_B
12929,204,2021-01-01,Correctivo,3568,21,Ubicacion_D
27951,439,2021-01-01,Correctivo,4626,6,Ubicacion_C
21959,344,2021-01-01,Correctivo,1066,13,Ubicacion_A
26304,412,2021-01-01,Correctivo,2698,24,Ubicacion_C
9142,144,2021-01-01,Correctivo,4763,2,Ubicacion_D
17500,275,2021-01-01,Correctivo,3111,13,Ubicacion_C
5746,91,2021-01-02,Correctivo,2944,5,Ubicacion_D
30961,486,2021-01-02,Correctivo,3327,7,Ubicacion_D
19181,300,2021-01-02,Correctivo,4240,12,Ubicacion_D
569,10,2021-01-02,Correctivo,1368,5,Ubicacion_A
4701,75,2021-01-02,Correctivo,746,9,Ubicacion_B
9027,142,2021-01-02,Correctivo,4436,6,Ubicacion_D
20878,327,2021-01-02,Correctivo,1199,2,Ubicacion_C
24749,387,2021-01-03,Correctivo,3670,18,Ubicacion_B
14012,221,2021-01-03,Correctivo,1991,3,Ubicacion_B
8259,130,2021-01-03,Correctivo,3199,11,Ubicacion_D
10155,161,2021-01-03,Correctivo,726,3,Ubicacion_B
120,3,2021-01-03,Correctivo,1880,14,Ubicacion_D
30465,478,2021-01-03,Correctivo,3237,22,Ubicacion_A
501,9,2021-01-03,Correctivo,1801,23,Ubicacion_A
15599,246,2021-01-03,Correctivo,1861,16,Ubicacion_A
4846,77,2021-01-03,Correctivo,1741,9,Ubicacion_B
5882,93,2021-01-04,Correctivo,4784,11,Ubicacion_A
6595,104,2021-01-05,Correctivo,588,22,Ubicacion_A
4213,68,2021-01-05,Correctivo,4312,1,Ubicacion_D
14537,229,2021-01-05,Correctivo,3251,1,Ubicacion_A
11718,185,2021-01-05,Correctivo,1827,2,Ubicacion_C
28015,440,2021-01-05,Correctivo,520,1,Ubicacion_A
16909,266,2021-01-05,Correctivo,4666,23,Ubicacion_A
25878,405,2021-01-05,Correctivo,2190,11,Ubicacion_B
23944,374,2021-01-05,Correctivo,2044,14,Ubicacion_C
